;;;;;;;;;;;;;;;;
6;Nr sklepu;Miasto;Kod pocztowy;Ulica;;Data dostawy;Data monta?u;Nr zamówienia;CSP;Wykonawca;;Nr Maszyny;;;;
Wyszków;7597;Konik Nowy;05-074;Hipolitowska/ Terespolska 4A;;aura;;PO24/14740;B/317597000123;Grzegorz;;24104220;52,313355;20,995695;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;3243;Wroc?aw;52-210;Pszczelarska 9;;aura;08.11.2024;PO24/26288;B/323243000124;Iweksw;;24104425;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;2170;Siechnice;55-011;ul. Osiedlowa 18;;aura;08.11.2024;PO24/24574;B/322170000124;Iweksw;;24104451;51,045000;17,210000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gorzów;2801;Szczecin;71-017;Ul. Krakowska 68/U5;;aura;06.11.2024;PO24/18673;B/322801000124;LeoPienkowski;;24104379;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudziadz;7781;Brodnica;87-300;ul. Sikorskiego 41 A;;aura;04.11.2024;PO24/22825;B/317781000124;Karol Pozna?ski;;24103059;53,259670;19,396530;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5142;Warszawa;02-777;Komisji Edukacji Narodowej 85;;aura;21.11.2024;PO24/21588;B/325142000124;Grzegorz;;24104359;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;4790;Warszawa Wesola;05-077;ul. Kamyk 14;;aura;18.11.2024;PO24/26282;B/324790000125;Grzegorz;;24104449;52,313355;20,995695;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;5421;Warszawa;03-984;Brygady Po?cigowej 2A;;aura;21.11.2024;PO24/27393;B/325421000124;Grzegorz;;24104371;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7867;Aleksandrów ?ódzki;95-069;G?owackiego 1;;aura;14.11.2024;PO24/14384;B/317867000124;Elmak;;24104380;51,819650;19,303840;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;3315;Szczecin;70-473;Wojska Polskiego 31;;aura;18.11.2024;PO24/26464;B/323315000224;LeoPienkowski;;24104410;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Koszalin;1503;Czaplinek;78-550;D?uga 19-27;;aura;18.11.2024;PO24/25014;B/321503000124;szopinski;;24104384;53,920643;15,992907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gdansk;3071;Gdansk;80-537;ul. Wyzwolenia 26;;aura;25.11.2024;PO24/20919;B/323071000124;rekord8;;24104508;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;2435;Gda?sk;80-097;Krzemowa 1;;aura;25.11.2024;PO24/27938;B/322435000124;rekord8;;24104538;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4680;Warszawa;00-140;Al. Solidarno?ci 115;;aura;25.11.2024;PO24/28627;B/324680000124;Grzegorz;;24104500;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;7297;Warszawa;03-987;Kadetów 18;;aura;25.11.2024;PO24/13972;B/317297000124;Grzegorz;;24104625;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;2189;Warszawa;02-306;Niemcewicza 26;;aura;;PO24/29530;B/322189000124;Grzegorz;;24104629;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;5837;Nowe;86-170;Bydgoska 18;;aura;22.11.2024;PO24/29174;B/325837000124;rekord8;;24104218;53,409530;18,447420;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudziadz;3240;Pelplin;83-130;Szkolna 6;;aura;22.11.2024;PO24/25971;B/323240000124;rekord8;;24104247;54,092000;18,777000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;5757;Tomaszów Lubelski;22-600;Pi?sudskiego 18;;aura;;PO24/14247;B/315757000124;bakeryservice;;24104497;50,447670;23,416160;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;6128;Z?otok?os;05-504;Mrokowska 41A;;aura;26.11.2024;PO24/30781;B/316128000224;Grzegorz;;24104559;52,076900;21,070305;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;1911;Warszawa;04-185;Witoli?ska 7;;aura;25.11.2024;PO24/28854;B/321911000224;Grzegorz;;24104531;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;4746;Warszawa;04-601;Wydawnicza 56/58;;aura;25.11.2024;PO24/28853;B/324746000125;Grzegorz;;24104511;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;5034;Bia?ystok;15-181;42 Pu?ku Piechoty 34;;aura;27.11.2024;PO24/25667;B/325034000124;Marchocki;;24104510;53,133330;23,164330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5118;Libertów;30-444;Góra Libertowska 6;;aura;21.11.2024;PO24/22954;B/325118000124;mpad;;24104297;50,040000;19,930000;kod pocztowy / dzielnica du?ego miasta (szacunek);Szacunek wg prefiksu kodu pocztowego
Lubin;5098;Jelenia Góra;58-500;Jana III Sobieskiego 58;;aura;;PO24/28880;B/325098POW124;iweksw;;24104650;50,904000;15,735000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Koszalin;1005;?winouj?cie;72-600;Nowokarsiborska 2;;aura;25.11.2024;PO24/23593;B/321005000124;Jo?wiak;;24104388;53,910530;14,247120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;5889;Sandomierz;27-600;jowej 10;;aura;20.11.2024;PO24/26973;B/325889000124;Mazurek;;24104224;50,682650;21,748980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;5948;Tychy;43-100;Ul. Sienkiewicza 7/ Bielska 7;;aura;27.11.2024;PO24/24157;B/325948000124;Martin;;24104229;50,137170;18,966410;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;3600;Mys?owice;41-400;Miko?owska 42D;;aura;27.11.2024;PO24/27764;B/323600000123;Martin;;24104486;50,208000;19,166000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kostrzyn;6098;Zaniemy?l;63-020;Czarnecka 3;;aura;;PO24/25511;B/326098000124;jwurst;;24104407;52,228430;17,276170;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kostrzyn;7472;Lubo?;62-030;ul. Sobieskiego 76;;aura;22.11.2024;PO24/15630;B/317472000124;jwurst;;24104603;52,347050;16,892670;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;1189;Pozna?;61-227;os. Jagiello?skie 14;;aura;20.11.2024;PO24/19478;B/321189000124;jwurst;;24104292;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;4137;Sierakowice;83-340;Ul. L?borska 29c;;aura;25.11.2024;PO24/19054;B/384137000124;rekord8;;24104478;54,342000;18,365000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wojnicz;7584;Rzeszów;35-105;Przemys?owa 22;;aura;25.11.2024;PO24/15435;B/317584000123;bakeryservice;;24104463;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;4093;Bydgoszcz;85-950;Gda?ska 45;;aura;22.11.2024;PO24/25494;B/314093000124;Karol Pozna?ski;;24104395;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;7581;Sko?szyn;38-242;Sko?szyn 222;;aura;25.11.2024;PO24/15351;B/317581000123;bakeryservice;;24104522;49,745000;21,472000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;7546;W?grów;07-100;Ró?ana 2A;;aura;26.11.2024;PO24/14742;B/317546000124;Grzegorz;;24104752;53,088500;22,337000;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lublin;4924;?wierardów Zdrój;59-850;11 listopada 26;;aura;28.11 wys?a?;PO24/21203;B/324924000124;iweksw;;24104780;51,134981;15,562182;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sosnowiec;3183;Wolbrom;32-340;Mariacka 32;;aura;05.12.2024;PO24/30163;B/323183000124;mpad;;24104709;50,281000;19,565000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;4738;Kraków;30-149;Balicka 157;;aura;;PO24/24700;B/35KRAK000124;mpad;;24104769;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;2514;Gorzyce;39-432;Sandomierska 100;;aura;02.12.2024;PO24/26922;B/322514000125;Bakeryservice;;24104736;50,098727;21,438670;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;3184;Lewin Brzeski;49-340;Moniuszki 8a;;aura;25.11.2024;PO24/26090;B/323184POW124;iweksw;;24104523;50,860790;17,467400;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Koszalin;1369;Ustka;76-272;Pl. D?browskiego 1;;aura;03.12.2024;PO24/26157;B/321369000124;rekord8;;24102345;54,580480;16,861940;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;5368;Jas?o;38-200;Ul.3maja 32;;aura;02.12.2024;PO24/27111;B/325368000123;Bakeryservice;;24104558;49,745000;21,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;5473;Andrespol;95-020;Rokici?ska 125;;aura;09.12.2024;PO24/27358;B/325473000124;elmak;;24102343;51,916303;19,578380;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;7595;Strzelno;88-320;ul. Kolejowa / Wyszy?skiego 1;;aura;22.11.2024;PO24/15604;B/317595000124;Karol Pozna?ski;;24104304;52,783316;18,292922;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;4832;Warszawa;00-213;ul. Bonifraterska 6;;aura;02.12.2024;PO24/28107;B/324832000124;Grzegorz;;24104738;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;2874;Warszawa;02-957;ul. Sobieskiego 18;;aura;02.12.2024;PO24/28620;B/322874000123;Grzegorz;;24104764;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;3391;Skórzewo;60-185;ul. Poznanska 90;;aura;28.11.2024;PO24/25592;B/323391000125;jwurst;;24104571;52,398000;16,787000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;5201;Do?hobyczów;22-540;Partyzantów 2;;aura;Do potwierdzenia;PO24/27140;B/325201000124;bakeryservice;;24102100;50,817182;23,352673;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudziadz;2957;Osi?ciny;88-220;ul. Wloclawska 1;;aura;12.12.2024;PO24/21851;B/322957000124;Karol Pozna?ski;;24102594;52,625000;18,528000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sosnowiec;7403;Krzeszowice;32-065;Trzebinska 66;;aura;12.12.2024;PO24/15180;B/317403000124;Martin;;24104767;50,073563;19,920788;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;7230;Cha?upki;47-460;Zabe?kowska;;aura;27.11.2024;PO24/14122;B/317230000124;Martin;;24102291;50,092000;18,219000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;3623;Rydu?towy;44-280;Raciborska 351;;aura;09.12.2024;PO24/27014;B/323623000124;martin;;24102366;50,058570;18,417030;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;5010;Chorzów;41-506;D?uga 67;;aura;09.12.2024;PO24/24782;B/325010000124;Martin;;24102346;50,305820;18,974200;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;2781;Rawa Mazowiecka;96-200;S?owackiego 68;;aura;09.12.2024;PO24/28422;B/322781000125;Grzegorz;;24104981;51,764370;20,254930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7713;?ód?;93-502;Politechniki 1 (Sukcesja);;aura;06.12.2024;PO24/14377;B/317713000124;Grzegorz;;24104997;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4379;Warszawa;01-930;Przy Agorze 22;;aura;06.12.2024;PO24/29789;B/324379000124;Grzegorz;;24104841;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;5845;Kielce;25-146;Le?niówka 112;;aura;09.12.2024;PO24/28416;B/325845000124;Micha? - od Grze?ka;;24104814;50,870330;20,627520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7641;?agiewniki Nowe;95-002;Okólna 84/86;;aura;25.11.2024;PO24/27998;B/317641000125;elmak;;24104806;51,916303;19,578380;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;3025;Gdów;32-420;Krakowska 1019;;aura;29.11.2024;PO24/27306;B/323025000125;mpad;;24104775;49,908000;19,874000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;4818;Ole?nica;56-400;Wroc?awska 17;;aura;19.12.2024;PO24/27852;B/324818000124;iweksw;;24104789;51,213380;17,389860;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;3022;Wa?brzych;58-300;1go maja 64;;aura;17.12.2024;PO24/29358;B/313022000124;iweksw;;24105034;50,771410;16,284320;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;6542;Koszalin;75-430;Holenderska 72;`;aura;Po dostawie wys?a?;PO24/28516;B/35KOSZ000124;rekord8;;24104895;54,194380;16,172220;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;1022;Pozna?;61-646;Os. Zwyci?stwa 110;;aura;;PO24/18454;B/321022000124;jwurst;;24104793;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;1569;Tomaszów Mazowiecki;97-200;Wandy Panfil 1/3;;aura;26.11.2024;PO24/26601;B/321569000124;elmak;;24102634;51,531310;20,008550;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2142;Gorlice;38-300;Ko?ciuszki 42b;;aura;12.12.2024;PO24/26347;B/322142000123;mpad;;24104852;49,655630;21,160350;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5728;Bia?ka;34-220;Bia?ka 719;;aura;06.12.2024;PO24/29468;B/325728000124;mpad;;24102520;49,895212;19,264320;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;7436;Zawoja;34-222;DW 957;;aura;06.12.2024;PO24/13988;B/317436000122;mpad;;24104855;49,895212;19,264320;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;4936;?wietochlowice;41-600;ul. ?l?ska 111;;aura;12.12.2024;PO24/24469;B/324936000124;Martin;;24104810;50,296360;18,917260;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;7794;Zawiercie;42-431;?o?nicka /Kamienna;;aura;12.12.2024;PO24/15035;B/317794000124;Martin;;24105015;50,487660;19,416790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;2651;Olsztyn;10-432;Ko?obrzeska 32;;aura;16.12.2024;PO24/28670;B/322651000125;wizard;;24105178;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;7234;Zyrzyn;24-103;Powstania Styczniowego 44;;aura;20-22.11-2024;PO24/27072;B/317234000221;Mazurek;;24104701;51,332000;21,980000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;3048;Parczew;21-200;Ul. Jana Paw?a II 92;;aura;;PO24/26865;B/323048000124;mazurek;;24104840;51,587869;22,868170;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;7612;Kaszów;32-060;DW 780;;aura;25.11.2024;PO24/14018;B/317612000123;mpad;;24105113;50,073563;19,920788;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Olsztyn;3041;Suwa?ki;16-400;Wojska Polskiego 15;;aura;16.12.2024;PO24/28835;B/323041000124;marchocki;;24104959;54,111000;22,930000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;5534;Kwidzyn;82-500;Korczaka 3;;aura;06.12.2024;PO24/29768;B/325534000124;rekord8;;24104860;53,724950;18,931140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;3893;Bolszewo;84-239;Zamostna 3c;;aura;06.12.2024;PO24/28122;B/323893000124;rekord8;;24102348;54,588200;18,339700;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;2347;Warszawa;00-131;Grzybowska 12/14;;aura;19.12.2024;PO24/30551;B/322347000124;grzegorz;;24104688;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4590;Warszawa;02-972;Sejmu Czteroletniego 2;;aura;14.12.2024;PO24/32385;B/324590000125;grzegorz;;24104749;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4209;Warszawa;02-326;Aleje Jerozolimskie 148;;aura;16.12.2024;PO24/30194;B/314209000124;grzegorz;;24105150;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;6397;Chojnice;89-600;Podmiejska 2a;;aura;09.12.2024;PO24/15588;B/316397000224;szopinski;;24102543;53,695540;17,557010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;7587;Rzeszów;35-312;Ul. Stra?acka 6;;aura;25.11.2024;PO24/15322;B/317587000123;bakeryservice;;24104598;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;6032;Lublin;20-282;Królowej Jadwigi 12;;aura;;PO24/14316;B/316032000124;Mazurek;;24104684;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Mszczonów;1751;Glowno;95-015;ul. Kopernika 33A;;aura;17.12.2024;PO24/29414;B/321751000123;grzegorz;;24105137;51,964630;19,715650;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;7747;Bochnia;32-700;Ul. Kazimierza Wielkiego 45;;aura;27.11.2024;PO24/28558;B/317747000224;mpad;;24104586;49,969000;20,430000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gda?sk;2493;Wejherowo;84-200;ul. Jana III Sobieskiego 241;;aura;25.09.2024;;;;;24102120;54,605680;18,235590;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5000;?ód?;93-486;Pabianicka 77;;aura;08.04.2023;;;;;23101059;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5172;?ód?;;Ul. Leczycka 11/13;;aura;08.04.2023;;;;;23101135;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5139;?ód?;;ul. Smocza 6/8;;aura;08.04.2023;;;;;23101137;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;7310;Zbuczyn;08-106;Terespolska 70;;aura;17.12.2024;PO24/30736;B/317310000124;Grzegorz;;24105547;52,167720;22,290060;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;7593;Opatkowice;32-100;DW 776;;aura;23.01.2025;PO24/14008;B/317593000123;martin;;24105530;50,049012;19,946243;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gorzów;2962;Chodzie?;64-800;Ujska;;aura;16.01.2025;PO24/32905;B/312962000125;ELTECH;;24105529;52,995050;16,919800;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;7285;Warszawa;03-295;Warzelnicza 2a;;aura;20.01.2025;PO24/13982;B/317285000124;Grzegorz;;24105520;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;7538;Kórnik;62-035;os. Krasickiego 1;;aura;24.01.2025;PO24/31928;B/317538000124;jwurst;;24105508;52,247000;17,089000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Mszczonów;3929;Sochaczew;96-500;Warszawska 122 Obok stacji kontrolii Pojazdów;;aura;23.01.2025;PO25/00495;B/313929000224;grzegorz;;24105514;52,229440;20,238380;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;7663;Przasnysz;06-300;Ul. ?wirki I Wigury 19 / Dojazd przez osiedle;;aura;23.01.2025;PO24/20107;B/317663000224;Grzegorz;;24105489;53,019000;20,880000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;6370;?ód?;94-406;Golfowa 2 (Marato?ska);;aura;27.01.2025;PO24/14071;B/316370000124;Grzegorz;;24105521;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4130;Kraków;30-006;Wroc?awska 69;;aura;05.02.2025;PO24/32845;B/314130000124;mpad;;24105553;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;5449;Brzesko;32-800;O?. W. Jagie??y 15;;aura;17.02.2025;PO25/01017;B/325449000125;mpad;;24105557;49,968000;20,606000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubin;7372;Nowa Sól;67-100;Wroc?awska 22;;aura;24.01.2025;PO24/15338;B/317372000224;sas;;24105501;51,804000;15,717000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;3677;Dzier?oniów;58-200;Pi?sudskiego 18;;aura;18.02.2025;PO25/00604;B/323677000125;iweksw;;25100049;50,729000;16,651000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Mszczonów;3396;Mszczonów;96-320;Wschodnia 18;;aura;19.02.2025;PO25/03150;;Grzegorz;;25100083;51,974000;20,520000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gorzów;7759;Szczecin;70-035;Kolumba/ Dworzec PKP Szlaban od strony rzeki;;aura;24.02.2025;PO24/31326;B/317759000223;leopienkowski;;25100071;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
